event_id,order_id,event_timestamp,event_type,hub_city,carrier,tracking_number,batch_date
216816,50014,2026-07-14 14:37:50,shipped,Marikina,DHL eCommerce,TRK00050014,2026-07-12
216817,50014,2026-07-18 14:37:50,out_for_delivery,Makati,DHL eCommerce,TRK00050014,2026-07-12
216818,50014,2026-07-18 21:37:50,delivered,Pasig,DHL eCommerce,TRK00050014,2026-07-12
216819,50015,2026-07-12 19:51:14,order_confirmed,Cebu City,Flash Express,TRK00050015,2026-07-12
216820,50015,2026-07-13 06:51:14,packed,Cagayan de Oro,Flash Express,TRK00050015,2026-07-12
216821,50015,2026-07-14 16:51:14,shipped,Cagayan de Oro,Flash Express,TRK00050015,2026-07-12
216822,50015,2026-07-17 16:51:14,out_for_delivery,Taguig,Flash Express,TRK00050015,2026-07-12
216823,50015,2026-07-17 19:51:14,delivered,Taguig,Flash Express,TRK00050015,2026-07-12
216824,50016,2026-07-12 10:28:59,order_confirmed,Muntinlupa,LBC,TRK00050016,2026-07-12
216825,50017,2026-07-12 12:25:45,order_confirmed,Cagayan de Oro,LBC,TRK00050017,2026-07-12
216826,50017,2026-07-13 04:25:45,packed,Quezon City,LBC,TRK00050017,2026-07-12
216827,50017,2026-07-13 22:25:45,shipped,Davao City,LBC,TRK00050017,2026-07-12
216828,50017,2026-07-17 22:25:45,out_for_delivery,Parañaque,LBC,TRK00050017,2026-07-12
216829,50017,2026-07-18 05:25:45,delivered,Cebu City,LBC,TRK00050017,2026-07-12
216830,50018,2026-07-12 12:11:24,order_confirmed,Cebu City,Ninja Van,TRK00050018,2026-07-12
216831,50018,2026-07-12 17:11:24,cancelled,Pasig,Ninja Van,TRK00050018,2026-07-12
216832,50019,2026-07-12 01:50:34,order_confirmed,Parañaque,DHL eCommerce,TRK00050019,2026-07-12
216833,50019,2026-07-12 11:50:34,packed,Las Piñas,DHL eCommerce,TRK00050019,2026-07-12
216834,50019,2026-07-13 21:50:34,shipped,Pasig,DHL eCommerce,TRK00050019,2026-07-12
216835,50020,2026-07-12 17:44:19,order_confirmed,Makati,Flash Express,TRK00050020,2026-07-12
216836,50020,2026-07-13 01:44:19,packed,Pasig,Flash Express,TRK00050020,2026-07-12
216837,50020,2026-07-14 20:44:19,shipped,Muntinlupa,Flash Express,TRK00050020,2026-07-12
216838,50020,2026-07-19 20:44:19,out_for_delivery,Cebu City,Flash Express,TRK00050020,2026-07-12
216839,50020,2026-07-19 23:44:19,delivered,Marikina,Flash Express,TRK00050020,2026-07-12
216840,50021,2026-07-12 07:01:14,order_confirmed,Makati,LBC,TRK00050021,2026-07-12
216841,50021,2026-07-13 00:01:14,packed,Parañaque,LBC,TRK00050021,2026-07-12
216842,50021,2026-07-14 22:01:14,shipped,Taguig,LBC,TRK00050021,2026-07-12
216843,50021,2026-07-17 22:01:14,out_for_delivery,Muntinlupa,LBC,TRK00050021,2026-07-12
216844,50021,2026-07-18 06:01:14,delivered,Pasig,LBC,TRK00050021,2026-07-12
216845,50022,2026-07-12 08:32:25,order_confirmed,Parañaque,LBC,TRK00050022,2026-07-12
216846,50022,2026-07-13 06:32:25,packed,Taguig,LBC,TRK00050022,2026-07-12
216847,50022,2026-07-14 07:32:25,shipped,Las Piñas,LBC,TRK00050022,2026-07-12
216848,50022,2026-07-18 07:32:25,out_for_delivery,Makati,LBC,TRK00050022,2026-07-12
216849,50022,2026-07-18 17:32:25,delivered,Pasig,LBC,TRK00050022,2026-07-12
216850,50023,2026-07-12 13:48:03,order_confirmed,Marikina,LBC,TRK00050023,2026-07-12
216851,50023,2026-07-13 02:48:03,packed,Quezon City,LBC,TRK00050023,2026-07-12
216852,50023,2026-07-14 10:48:03,shipped,Las Piñas,LBC,TRK00050023,2026-07-12
216853,50023,2026-07-16 10:48:03,out_for_delivery,Iloilo City,LBC,TRK00050023,2026-07-12
216854,50023,2026-07-16 19:48:03,delivered,Cagayan de Oro,LBC,TRK00050023,2026-07-12
216855,50024,2026-07-12 22:19:07,order_confirmed,Muntinlupa,DHL eCommerce,TRK00050024,2026-07-12
216856,50024,2026-07-13 20:19:07,packed,Bacolod,DHL eCommerce,TRK00050024,2026-07-12
216857,50024,2026-07-15 05:19:07,shipped,Parañaque,DHL eCommerce,TRK00050024,2026-07-12
216858,50025,2026-07-13 00:40:36,order_confirmed,Cagayan de Oro,Ninja Van,TRK00050025,2026-07-12
216859,50025,2026-07-13 22:40:36,packed,Makati,Ninja Van,TRK00050025,2026-07-12
216860,50025,2026-07-14 05:40:36,shipped,Iloilo City,Ninja Van,TRK00050025,2026-07-12
216861,50025,2026-07-17 05:40:36,out_for_delivery,Cebu City,Ninja Van,TRK00050025,2026-07-12
216862,50025,2026-07-17 09:40:36,delivered,Quezon City,Ninja Van,TRK00050025,2026-07-12
216863,50026,2026-07-12 12:18:46,order_confirmed,Pasig,Ninja Van,TRK00050026,2026-07-12
216864,50026,2026-07-13 12:18:46,packed,Bacolod,Ninja Van,TRK00050026,2026-07-12
216865,50026,2026-07-14 16:18:46,shipped,Baguio,Ninja Van,TRK00050026,2026-07-12
216866,50026,2026-07-15 16:18:46,out_for_delivery,Las Piñas,Ninja Van,TRK00050026,2026-07-12
216867,50026,2026-07-15 22:18:46,delivered,Las Piñas,Ninja Van,TRK00050026,2026-07-12
216868,50027,2026-07-12 08:33:50,order_confirmed,Las Piñas,DHL eCommerce,TRK00050027,2026-07-12
216869,50027,2026-07-13 05:33:50,packed,Pasig,DHL eCommerce,TRK00050027,2026-07-12
216870,50027,2026-07-14 07:33:50,shipped,Manila,DHL eCommerce,TRK00050027,2026-07-12
216871,50027,2026-07-17 07:33:50,out_for_delivery,Cagayan de Oro,DHL eCommerce,TRK00050027,2026-07-12
216872,50027,2026-07-17 19:33:50,delivered,Muntinlupa,DHL eCommerce,TRK00050027,2026-07-12
216873,50028,2026-07-12 19:26:01,order_confirmed,Davao City,LBC,TRK00050028,2026-07-12
216874,50028,2026-07-13 15:26:01,packed,Marikina,LBC,TRK00050028,2026-07-12
216875,50028,2026-07-14 15:26:01,shipped,Manila,LBC,TRK00050028,2026-07-12
216876,50028,2026-07-17 15:26:01,out_for_delivery,Makati,LBC,TRK00050028,2026-07-12
216877,50028,2026-07-18 00:26:01,delivered,Taguig,LBC,TRK00050028,2026-07-12
216878,50029,2026-07-12 14:00:07,order_confirmed,Davao City,DHL eCommerce,TRK00050029,2026-07-12
216879,50029,2026-07-13 10:00:07,packed,Marikina,DHL eCommerce,TRK00050029,2026-07-12
216880,50029,2026-07-15 02:00:07,shipped,Manila,DHL eCommerce,TRK00050029,2026-07-12
216881,50029,2026-07-20 02:00:07,out_for_delivery,Marikina,DHL eCommerce,TRK00050029,2026-07-12
216882,50029,2026-07-20 05:00:07,delivered,Iloilo City,DHL eCommerce,TRK00050029,2026-07-12
216883,50030,2026-07-12 18:54:57,order_confirmed,Las Piñas,Ninja Van,TRK00050030,2026-07-12
216884,50030,2026-07-13 02:54:57,packed,Makati,Ninja Van,TRK00050030,2026-07-12
216885,50030,2026-07-14 12:54:57,shipped,Quezon City,Ninja Van,TRK00050030,2026-07-12
216886,50030,2026-07-19 12:54:57,out_for_delivery,Taguig,Ninja Van,TRK00050030,2026-07-12
216887,50030,2026-07-19 22:54:57,delivered,Muntinlupa,Ninja Van,TRK00050030,2026-07-12
216888,50031,2026-07-12 08:27:45,order_confirmed,Davao City,J&T Express,TRK00050031,2026-07-12
216889,50031,2026-07-12 16:27:45,packed,Manila,J&T Express,TRK00050031,2026-07-12
216890,50031,2026-07-13 11:27:45,shipped,Las Piñas,J&T Express,TRK00050031,2026-07-12
216891,50031,2026-07-15 11:27:45,out_for_delivery,Las Piñas,J&T Express,TRK00050031,2026-07-12
216892,50031,2026-07-15 14:27:45,delivered,Quezon City,J&T Express,TRK00050031,2026-07-12
216893,50032,2026-07-13 00:06:10,order_confirmed,Manila,LBC,TRK00050032,2026-07-12
216894,50032,2026-07-13 20:06:10,packed,Quezon City,LBC,TRK00050032,2026-07-12
216895,50032,2026-07-15 15:06:10,shipped,Pasig,LBC,TRK00050032,2026-07-12
216896,50032,2026-07-16 15:06:10,out_for_delivery,Las Piñas,LBC,TRK00050032,2026-07-12
216897,50032,2026-07-17 00:06:10,delivered,Las Piñas,LBC,TRK00050032,2026-07-12
216898,50033,2026-07-12 07:21:13,order_confirmed,Cebu City,DHL eCommerce,TRK00050033,2026-07-12
216899,50033,2026-07-13 05:21:13,packed,Manila,DHL eCommerce,TRK00050033,2026-07-12
216900,50033,2026-07-13 23:21:13,shipped,Muntinlupa,DHL eCommerce,TRK00050033,2026-07-12
216901,50033,2026-07-15 23:21:13,out_for_delivery,Cagayan de Oro,DHL eCommerce,TRK00050033,2026-07-12
216902,50033,2026-07-16 11:21:13,delivered,Cebu City,DHL eCommerce,TRK00050033,2026-07-12
216903,50034,2026-07-12 11:45:22,order_confirmed,Baguio,DHL eCommerce,TRK00050034,2026-07-12
216904,50034,2026-07-12 15:45:22,cancelled,Manila,DHL eCommerce,TRK00050034,2026-07-12
216905,50035,2026-07-12 20:20:16,order_confirmed,Parañaque,DHL eCommerce,TRK00050035,2026-07-12
216906,50035,2026-07-13 06:20:16,packed,Marikina,DHL eCommerce,TRK00050035,2026-07-12
216907,50035,2026-07-14 06:20:16,shipped,Marikina,DHL eCommerce,TRK00050035,2026-07-12
216908,50035,2026-07-16 06:20:16,out_for_delivery,Muntinlupa,DHL eCommerce,TRK00050035,2026-07-12
216909,50035,2026-07-16 16:20:16,delivered,Cebu City,DHL eCommerce,TRK00050035,2026-07-12
216910,50035,2026-07-17 16:20:16,return_requested,Iloilo City,DHL eCommerce,TRK00050035,2026-07-12
216911,50036,2026-07-12 23:53:21,order_confirmed,Taguig,J&T Express,TRK00050036,2026-07-12
216912,50036,2026-07-13 15:53:21,packed,Manila,J&T Express,TRK00050036,2026-07-12
216913,50036,2026-07-15 00:53:21,shipped,Manila,J&T Express,TRK00050036,2026-07-12
216914,50036,2026-07-17 00:53:21,out_for_delivery,Manila,J&T Express,TRK00050036,2026-07-12
216915,50036,2026-07-17 10:53:21,delivered,Makati,J&T Express,TRK00050036,2026-07-12
216916,50037,2026-07-12 17:32:06,order_confirmed,Parañaque,Ninja Van,TRK00050037,2026-07-12
216917,50037,2026-07-13 02:32:06,cancelled,Manila,Ninja Van,TRK00050037,2026-07-12
216918,50038,2026-07-12 23:46:59,order_confirmed,Parañaque,Flash Express,TRK00050038,2026-07-12
216919,50038,2026-07-13 15:46:59,packed,Bacolod,Flash Express,TRK00050038,2026-07-12
216920,50038,2026-07-14 15:46:59,shipped,Taguig,Flash Express,TRK00050038,2026-07-12
216921,50038,2026-07-18 15:46:59,out_for_delivery,Pasig,Flash Express,TRK00050038,2026-07-12
216922,50038,2026-07-19 02:46:59,delivered,Taguig,Flash Express,TRK00050038,2026-07-12
216923,50039,2026-07-12 12:57:52,order_confirmed,Iloilo City,Flash Express,TRK00050039,2026-07-12
216924,50039,2026-07-13 03:57:52,packed,Davao City,Flash Express,TRK00050039,2026-07-12
216925,50039,2026-07-13 20:57:52,shipped,Baguio,Flash Express,TRK00050039,2026-07-12
216926,50039,2026-07-14 20:57:52,out_for_delivery,Manila,Flash Express,TRK00050039,2026-07-12
216927,50039,2026-07-15 08:57:52,delivered,Davao City,Flash Express,TRK00050039,2026-07-12
216928,50040,2026-07-12 12:09:24,order_confirmed,Marikina,DHL eCommerce,TRK00050040,2026-07-12
216929,50040,2026-07-13 00:09:24,cancelled,Manila,DHL eCommerce,TRK00050040,2026-07-12
216930,50041,2026-07-12 07:04:48,order_confirmed,Taguig,J&T Express,TRK00050041,2026-07-12
216931,50041,2026-07-12 17:04:48,packed,Parañaque,J&T Express,TRK00050041,2026-07-12
216932,50041,2026-07-14 13:04:48,shipped,Pasig,J&T Express,TRK00050041,2026-07-12
216933,50041,2026-07-18 13:04:48,out_for_delivery,Las Piñas,J&T Express,TRK00050041,2026-07-12
216934,50041,2026-07-18 16:04:48,delivered,Cebu City,J&T Express,TRK00050041,2026-07-12
216935,50042,2026-07-12 18:45:49,order_confirmed,Las Piñas,DHL eCommerce,TRK00050042,2026-07-12
216936,50042,2026-07-13 13:45:49,packed,Manila,DHL eCommerce,TRK00050042,2026-07-12
216937,50042,2026-07-15 03:45:49,shipped,Pasig,DHL eCommerce,TRK00050042,2026-07-12
216938,50042,2026-07-18 03:45:49,out_for_delivery,Iloilo City,DHL eCommerce,TRK00050042,2026-07-12
216939,50042,2026-07-18 07:45:49,delivered,Bacolod,DHL eCommerce,TRK00050042,2026-07-12
216940,50043,2026-07-12 01:12:40,order_confirmed,Quezon City,LBC,TRK00050043,2026-07-12
216941,50043,2026-07-12 13:12:40,cancelled,Iloilo City,LBC,TRK00050043,2026-07-12
216942,50044,2026-07-12 12:34:19,order_confirmed,Cagayan de Oro,J&T Express,TRK00050044,2026-07-12
216943,50044,2026-07-13 11:34:19,packed,Las Piñas,J&T Express,TRK00050044,2026-07-12
216944,50044,2026-07-14 13:34:19,shipped,Bacolod,J&T Express,TRK00050044,2026-07-12
216945,50044,2026-07-16 13:34:19,out_for_delivery,Las Piñas,J&T Express,TRK00050044,2026-07-12
216946,50044,2026-07-16 19:34:19,delivered,Las Piñas,J&T Express,TRK00050044,2026-07-12
216947,50045,2026-07-12 23:17:49,order_confirmed,Iloilo City,J&T Express,TRK00050045,2026-07-12
216948,50045,2026-07-13 10:17:49,cancelled,Baguio,J&T Express,TRK00050045,2026-07-12
216949,50046,2026-07-12 02:35:24,order_confirmed,Davao City,DHL eCommerce,TRK00050046,2026-07-12
216950,50046,2026-07-12 23:35:24,packed,Davao City,DHL eCommerce,TRK00050046,2026-07-12
216951,50046,2026-07-14 15:35:24,shipped,Cebu City,DHL eCommerce,TRK00050046,2026-07-12
216952,50046,2026-07-15 15:35:24,out_for_delivery,Iloilo City,DHL eCommerce,TRK00050046,2026-07-12
216953,50046,2026-07-15 17:35:24,delivered,Quezon City,DHL eCommerce,TRK00050046,2026-07-12
216954,50047,2026-07-12 07:05:48,order_confirmed,Pasig,J&T Express,TRK00050047,2026-07-12
216955,50047,2026-07-12 20:05:48,packed,Iloilo City,J&T Express,TRK00050047,2026-07-12
216956,50047,2026-07-13 12:05:48,shipped,Cagayan de Oro,J&T Express,TRK00050047,2026-07-12
216957,50047,2026-07-17 12:05:48,out_for_delivery,Bacolod,J&T Express,TRK00050047,2026-07-12
216958,50047,2026-07-17 20:05:48,delivered,Cagayan de Oro,J&T Express,TRK00050047,2026-07-12
216959,50047,2026-07-20 20:05:48,return_requested,Iloilo City,J&T Express,TRK00050047,2026-07-12
216960,50048,2026-07-12 20:51:55,order_confirmed,Davao City,DHL eCommerce,TRK00050048,2026-07-12
216961,50048,2026-07-13 12:51:55,packed,Las Piñas,DHL eCommerce,TRK00050048,2026-07-12
216962,50048,2026-07-14 10:51:55,shipped,Cebu City,DHL eCommerce,TRK00050048,2026-07-12
216963,50048,2026-07-18 10:51:55,out_for_delivery,Quezon City,DHL eCommerce,TRK00050048,2026-07-12
216964,50048,2026-07-18 21:51:55,delivered,Makati,DHL eCommerce,TRK00050048,2026-07-12
216965,50049,2026-07-12 09:10:59,order_confirmed,Cebu City,Ninja Van,TRK00050049,2026-07-12
216966,50049,2026-07-12 13:10:59,packed,Manila,Ninja Van,TRK00050049,2026-07-12
216967,50049,2026-07-14 11:10:59,shipped,Cebu City,Ninja Van,TRK00050049,2026-07-12
216968,50050,2026-07-12 13:51:16,order_confirmed,Taguig,Flash Express,TRK00050050,2026-07-12
216969,50050,2026-07-12 18:51:16,packed,Cagayan de Oro,Flash Express,TRK00050050,2026-07-12
216970,50050,2026-07-14 18:51:16,shipped,Marikina,Flash Express,TRK00050050,2026-07-12
216971,50050,2026-07-16 18:51:16,out_for_delivery,Muntinlupa,Flash Express,TRK00050050,2026-07-12
216972,50050,2026-07-16 23:51:16,delivered,Manila,Flash Express,TRK00050050,2026-07-12
216973,50051,2026-07-12 09:21:05,order_confirmed,Bacolod,J&T Express,TRK00050051,2026-07-12
216974,50051,2026-07-13 06:21:05,packed,Cagayan de Oro,J&T Express,TRK00050051,2026-07-12
216975,50051,2026-07-14 08:21:05,shipped,Marikina,J&T Express,TRK00050051,2026-07-12
216976,50051,2026-07-15 08:21:05,out_for_delivery,Pasig,J&T Express,TRK00050051,2026-07-12
216977,50051,2026-07-15 17:21:05,delivered,Parañaque,J&T Express,TRK00050051,2026-07-12
216978,50052,2026-07-12 12:54:30,order_confirmed,Cebu City,DHL eCommerce,TRK00050052,2026-07-12
216979,50052,2026-07-13 02:54:30,packed,Las Piñas,DHL eCommerce,TRK00050052,2026-07-12
216980,50052,2026-07-14 08:54:30,shipped,Manila,DHL eCommerce,TRK00050052,2026-07-12
216981,50052,2026-07-19 08:54:30,out_for_delivery,Cebu City,DHL eCommerce,TRK00050052,2026-07-12
216982,50052,2026-07-19 16:54:30,delivered,Baguio,DHL eCommerce,TRK00050052,2026-07-12
216983,50053,2026-07-12 09:57:30,order_confirmed,Iloilo City,J&T Express,TRK00050053,2026-07-12
216984,50053,2026-07-12 22:57:30,packed,Muntinlupa,J&T Express,TRK00050053,2026-07-12
216985,50053,2026-07-14 03:57:30,shipped,Taguig,J&T Express,TRK00050053,2026-07-12
216986,50053,2026-07-18 03:57:30,out_for_delivery,Pasig,J&T Express,TRK00050053,2026-07-12
216987,50053,2026-07-18 08:57:30,delivered,Pasig,J&T Express,TRK00050053,2026-07-12
216988,50054,2026-07-12 06:53:53,order_confirmed,Cebu City,J&T Express,TRK00050054,2026-07-12
216989,50054,2026-07-12 12:53:53,packed,Manila,J&T Express,TRK00050054,2026-07-12
216990,50054,2026-07-14 07:53:53,shipped,Iloilo City,J&T Express,TRK00050054,2026-07-12
216991,50054,2026-07-15 07:53:53,out_for_delivery,Taguig,J&T Express,TRK00050054,2026-07-12
216992,50054,2026-07-15 18:53:53,delivered,Las Piñas,J&T Express,TRK00050054,2026-07-12
216993,50055,2026-07-12 08:20:32,order_confirmed,Taguig,Ninja Van,TRK00050055,2026-07-12
216994,50055,2026-07-12 21:20:32,packed,Davao City,Ninja Van,TRK00050055,2026-07-12
216995,50055,2026-07-14 06:20:32,shipped,Cagayan de Oro,Ninja Van,TRK00050055,2026-07-12
216996,50055,2026-07-19 06:20:32,out_for_delivery,Iloilo City,Ninja Van,TRK00050055,2026-07-12
216997,50055,2026-07-19 13:20:32,delivered,Makati,Ninja Van,TRK00050055,2026-07-12
216998,50056,2026-07-12 12:11:28,order_confirmed,Taguig,DHL eCommerce,TRK00050056,2026-07-12
216999,50056,2026-07-13 10:11:28,packed,Pasig,DHL eCommerce,TRK00050056,2026-07-12
217000,50056,2026-07-14 23:11:28,shipped,Las Piñas,DHL eCommerce,TRK00050056,2026-07-12
217001,50057,2026-07-12 17:11:30,order_confirmed,Baguio,DHL eCommerce,TRK00050057,2026-07-12
217002,50057,2026-07-12 18:11:30,cancelled,Cebu City,DHL eCommerce,TRK00050057,2026-07-12
217003,50058,2026-07-12 04:48:36,order_confirmed,Cebu City,J&T Express,TRK00050058,2026-07-12
217004,50058,2026-07-12 12:48:36,packed,Bacolod,J&T Express,TRK00050058,2026-07-12
217005,50058,2026-07-13 13:48:36,shipped,Muntinlupa,J&T Express,TRK00050058,2026-07-12
217006,50058,2026-07-17 13:48:36,out_for_delivery,Pasig,J&T Express,TRK00050058,2026-07-12
217007,50058,2026-07-17 21:48:36,delivered,Bacolod,J&T Express,TRK00050058,2026-07-12
217008,50059,2026-07-12 04:29:43,order_confirmed,Manila,Ninja Van,TRK00050059,2026-07-12
217009,50059,2026-07-13 03:29:43,packed,Taguig,Ninja Van,TRK00050059,2026-07-12
217010,50059,2026-07-14 00:29:43,shipped,Taguig,Ninja Van,TRK00050059,2026-07-12
217011,50059,2026-07-18 00:29:43,out_for_delivery,Iloilo City,Ninja Van,TRK00050059,2026-07-12
217012,50059,2026-07-18 05:29:43,delivered,Baguio,Ninja Van,TRK00050059,2026-07-12
217013,50060,2026-07-12 03:17:38,order_confirmed,Makati,Flash Express,TRK00050060,2026-07-12
217014,50060,2026-07-12 08:17:38,packed,Pasig,Flash Express,TRK00050060,2026-07-12
217015,50060,2026-07-13 02:17:38,shipped,Bacolod,Flash Express,TRK00050060,2026-07-12
217016,50060,2026-07-15 02:17:38,out_for_delivery,Bacolod,Flash Express,TRK00050060,2026-07-12
217017,50060,2026-07-15 08:17:38,delivered,Parañaque,Flash Express,TRK00050060,2026-07-12
217018,50061,2026-07-12 23:27:27,order_confirmed,Cebu City,LBC,TRK00050061,2026-07-12
217019,50061,2026-07-13 01:27:27,cancelled,Muntinlupa,LBC,TRK00050061,2026-07-12
217020,50062,2026-07-13 01:18:56,order_confirmed,Manila,Flash Express,TRK00050062,2026-07-12
217021,50062,2026-07-13 07:18:56,packed,Marikina,Flash Express,TRK00050062,2026-07-12
217022,50062,2026-07-14 14:18:56,shipped,Baguio,Flash Express,TRK00050062,2026-07-12
217023,50062,2026-07-16 14:18:56,out_for_delivery,Pasig,Flash Express,TRK00050062,2026-07-12
217024,50062,2026-07-16 19:18:56,delivered,Marikina,Flash Express,TRK00050062,2026-07-12
217025,50063,2026-07-12 18:29:31,order_confirmed,Parañaque,J&T Express,TRK00050063,2026-07-12
217026,50063,2026-07-13 01:29:31,packed,Las Piñas,J&T Express,TRK00050063,2026-07-12
217027,50063,2026-07-14 03:29:31,shipped,Marikina,J&T Express,TRK00050063,2026-07-12
217028,50063,2026-07-17 03:29:31,out_for_delivery,Taguig,J&T Express,TRK00050063,2026-07-12
217029,50063,2026-07-17 14:29:31,delivered,Manila,J&T Express,TRK00050063,2026-07-12
217030,50064,2026-07-12 04:24:19,order_confirmed,Quezon City,J&T Express,TRK00050064,2026-07-12
217031,50064,2026-07-12 22:24:19,packed,Baguio,J&T Express,TRK00050064,2026-07-12
217032,50064,2026-07-14 06:24:19,shipped,Parañaque,J&T Express,TRK00050064,2026-07-12
217033,50064,2026-07-17 06:24:19,out_for_delivery,Cebu City,J&T Express,TRK00050064,2026-07-12
217034,50064,2026-07-17 17:24:19,delivered,Davao City,J&T Express,TRK00050064,2026-07-12
217035,50065,2026-07-12 23:29:17,order_confirmed,Muntinlupa,J&T Express,TRK00050065,2026-07-12
217036,50065,2026-07-13 07:29:17,packed,Quezon City,J&T Express,TRK00050065,2026-07-12
217037,50065,2026-07-14 12:29:17,shipped,Muntinlupa,J&T Express,TRK00050065,2026-07-12
217038,50065,2026-07-18 12:29:17,out_for_delivery,Parañaque,J&T Express,TRK00050065,2026-07-12
217039,50065,2026-07-18 19:29:17,delivered,Pasig,J&T Express,TRK00050065,2026-07-12
