order_item_id,order_id,product_id,seller_id,quantity,unit_price,discount_amount,line_total,batch_date
150166,50038,9797,159,3,6207.58,0.0,18622.74,2026-07-12
150167,50038,7852,107,1,11361.49,0.0,11361.49,2026-07-12
150168,50039,8797,139,1,9008.46,0.0,9008.46,2026-07-12
150169,50039,9730,122,3,17956.53,0.0,53869.59,2026-07-12
150170,50039,1393,9,1,1477.89,0.0,1477.89,2026-07-12
150171,50040,9228,57,3,657.06,0.0,1971.18,2026-07-12
150172,50041,5433,193,1,3342.41,351.51,2990.9,2026-07-12
150173,50041,7053,54,3,233.4,0.0,700.2,2026-07-12
150174,50041,1736,93,3,555.15,0.0,1665.45,2026-07-12
150175,50041,173,144,3,2118.76,920.68,5435.6,2026-07-12
150176,50042,6409,186,3,3174.66,0.0,9523.98,2026-07-12
150177,50042,7587,117,2,740.15,0.0,1480.3,2026-07-12
150178,50042,9644,2,2,562.23,146.59,977.87,2026-07-12
150179,50043,1407,7,2,773.79,0.0,1547.58,2026-07-12
150180,50043,1902,17,1,21428.83,0.0,21428.83,2026-07-12
150181,50043,2322,94,2,532.9,0.0,1065.8,2026-07-12
150182,50043,5708,66,2,2561.55,0.0,5123.1,2026-07-12
150183,50044,5226,84,3,5363.07,1578.63,14510.58,2026-07-12
150184,50044,1101,107,2,41735.96,0.0,83471.92,2026-07-12
150185,50044,4920,153,3,5119.18,0.0,15357.54,2026-07-12
150186,50044,733,71,3,978.83,228.98,2707.51,2026-07-12
150187,50045,9043,59,2,329.07,0.0,658.14,2026-07-12
150188,50045,2624,56,2,1117.69,309.9,1925.48,2026-07-12
150189,50046,3023,5,1,10026.59,0.0,10026.59,2026-07-12
150190,50046,3054,100,1,40523.47,0.0,40523.47,2026-07-12
150191,50046,7081,69,2,41302.73,0.0,82605.46,2026-07-12
150192,50046,6482,67,3,772.62,121.66,2196.2,2026-07-12
150193,50047,1026,45,3,1783.88,449.4,4902.24,2026-07-12
150194,50047,9460,152,2,1778.64,522.12,3035.16,2026-07-12
150195,50047,1668,117,1,2642.01,201.2,2440.81,2026-07-12
150196,50048,8647,182,3,955.55,0.0,2866.65,2026-07-12
150197,50048,5135,52,1,7529.29,0.0,7529.29,2026-07-12
150198,50048,9781,60,2,1091.03,0.0,2182.06,2026-07-12
150199,50048,6368,2,3,31567.16,0.0,94701.48,2026-07-12
150200,50049,9670,15,2,2208.51,841.48,3575.54,2026-07-12
150201,50049,1389,73,2,1681.78,237.56,3126.0,2026-07-12
150202,50049,2195,80,2,167.58,0.0,335.16,2026-07-12
150203,50050,6365,114,2,11250.39,0.0,22500.78,2026-07-12
150204,50050,6853,88,2,6008.6,0.0,12017.2,2026-07-12
150205,50050,9772,116,3,1941.86,0.0,5825.58,2026-07-12
150206,50050,2259,120,1,4380.68,0.0,4380.68,2026-07-12
150207,50050,9418,181,2,1672.98,224.25,3121.71,2026-07-12
150208,50051,5155,190,3,791.38,431.15,1942.99,2026-07-12
150209,50051,7390,186,2,3900.62,0.0,7801.24,2026-07-12
150210,50052,2237,34,3,10612.17,0.0,31836.51,2026-07-12
150211,50052,3197,22,2,4634.76,0.0,9269.52,2026-07-12
150212,50052,6291,107,2,41717.48,0.0,83434.96,2026-07-12
150213,50052,9201,194,2,4637.12,0.0,9274.24,2026-07-12
150214,50053,9264,99,1,49005.37,0.0,49005.37,2026-07-12
150215,50054,4786,138,2,10932.85,2914.26,18951.44,2026-07-12
150216,50054,536,134,2,1041.19,269.56,1812.82,2026-07-12
150217,50055,9268,183,1,409.15,0.0,409.15,2026-07-12
150218,50055,8116,49,2,358.75,0.0,717.5,2026-07-12
150219,50055,9007,48,2,2017.85,0.0,4035.7,2026-07-12
150220,50055,8370,123,1,594.52,0.0,594.52,2026-07-12
150221,50056,8952,10,3,245.85,0.0,737.55,2026-07-12
150222,50056,3581,43,1,293.43,54.16,239.27,2026-07-12
150223,50056,6966,72,1,10053.05,0.0,10053.05,2026-07-12
150224,50056,1678,1,2,11750.98,0.0,23501.96,2026-07-12
150225,50057,7194,128,1,1129.68,0.0,1129.68,2026-07-12
150226,50058,3439,185,3,575.05,0.0,1725.15,2026-07-12
150227,50058,9633,10,3,2383.23,0.0,7149.69,2026-07-12
150228,50059,2720,164,1,2816.75,0.0,2816.75,2026-07-12
150229,50059,2282,42,3,187.56,57.61,505.07,2026-07-12
150230,50059,3386,62,3,7531.96,3590.34,19005.54,2026-07-12
150231,50059,3391,96,3,936.07,518.3,2289.91,2026-07-12
150232,50060,4381,51,1,874.13,0.0,874.13,2026-07-12
150233,50060,8429,176,3,49441.42,24767.38,123556.88,2026-07-12
150234,50060,1561,176,1,1211.79,177.29,1034.5,2026-07-12
150235,50060,2222,164,3,4154.61,0.0,12463.83,2026-07-12
150236,50060,6744,115,1,3641.66,0.0,3641.66,2026-07-12
150237,50061,8020,175,3,1345.44,0.0,4036.32,2026-07-12
150238,50061,2330,88,2,7931.39,1177.72,14685.06,2026-07-12
150239,50061,9461,54,1,20108.99,0.0,20108.99,2026-07-12
150240,50061,4403,173,3,1439.64,798.06,3520.86,2026-07-12
150241,50062,7450,115,3,4740.06,730.63,13489.55,2026-07-12
150242,50062,7997,18,3,548.3,107.28,1537.62,2026-07-12
150243,50062,5363,31,2,46349.15,0.0,92698.3,2026-07-12
150244,50063,1038,68,1,3053.82,0.0,3053.82,2026-07-12
150245,50063,8757,21,1,816.06,0.0,816.06,2026-07-12
150246,50063,6517,143,2,721.37,0.0,1442.74,2026-07-12
150247,50064,8968,182,3,1629.97,0.0,4889.91,2026-07-12
150248,50064,9469,16,2,1381.94,0.0,2763.88,2026-07-12
150249,50064,2140,189,1,1400.6,103.81,1296.79,2026-07-12
150250,50065,267,69,2,1913.68,588.59,3238.77,2026-07-12
150251,50065,2036,132,2,2842.96,840.35,4845.57,2026-07-12
150252,50065,2589,35,3,217.51,0.0,652.53,2026-07-12
150253,50065,7231,149,3,1826.77,0.0,5480.31,2026-07-12
150254,50066,1530,133,1,6431.44,0.0,6431.44,2026-07-12
150255,50066,5906,89,3,12366.99,5818.43,31282.54,2026-07-12
150256,50066,4103,117,2,10854.95,0.0,21709.9,2026-07-12
150257,50067,7033,196,3,1270.16,376.51,3433.97,2026-07-12
150258,50067,1495,102,1,36999.99,0.0,36999.99,2026-07-12
150259,50068,9727,80,3,288.42,0.0,865.26,2026-07-12
150260,50068,3706,49,1,11487.13,1693.72,9793.41,2026-07-12
150261,50069,1976,37,2,2116.08,629.08,3603.08,2026-07-12
150262,50069,6920,8,2,700.55,189.49,1211.61,2026-07-12
150263,50069,2166,183,1,3146.93,201.56,2945.37,2026-07-12
150264,50070,4903,108,1,640.49,0.0,640.49,2026-07-12
150265,50070,2247,71,3,119.79,32.26,327.11,2026-07-12
150266,50070,6271,9,3,10459.14,0.0,31377.42,2026-07-12
150267,50071,2689,117,2,3268.46,0.0,6536.92,2026-07-12
150268,50071,7211,139,2,1423.16,0.0,2846.32,2026-07-12
150269,50071,5754,112,1,489.12,0.0,489.12,2026-07-12
150270,50071,3491,115,1,3110.77,0.0,3110.77,2026-07-12
150271,50071,2481,168,3,594.38,0.0,1783.14,2026-07-12
150272,50072,7036,43,1,3247.42,353.85,2893.57,2026-07-12
150273,50072,5153,73,1,2641.35,485.5,2155.85,2026-07-12
150274,50072,2291,154,3,804.95,0.0,2414.85,2026-07-12
150275,50073,4669,50,3,400.72,0.0,1202.16,2026-07-12
150276,50073,440,66,3,524.71,0.0,1574.13,2026-07-12
150277,50073,4943,101,3,1015.17,515.37,2530.14,2026-07-12
150278,50073,3367,103,1,3805.35,0.0,3805.35,2026-07-12
150279,50073,8483,47,1,4096.35,513.66,3582.69,2026-07-12
150280,50074,1164,195,1,3979.23,0.0,3979.23,2026-07-12
150281,50074,8656,52,3,1140.17,0.0,3420.51,2026-07-12
150282,50074,198,97,3,1345.54,0.0,4036.62,2026-07-12
150283,50074,5917,138,2,2064.11,0.0,4128.22,2026-07-12
150284,50074,5186,27,1,6881.06,852.41,6028.65,2026-07-12
150285,50075,226,28,2,7157.87,2267.15,12048.59,2026-07-12
150286,50076,6521,17,3,5240.93,843.49,14879.3,2026-07-12
150287,50077,6807,196,3,22555.12,0.0,67665.36,2026-07-12
150288,50077,6940,120,2,387.74,59.38,716.1,2026-07-12
150289,50077,6591,191,1,3595.67,0.0,3595.67,2026-07-12
150290,50077,1351,192,1,13525.2,0.0,13525.2,2026-07-12
150291,50077,8792,186,1,9752.9,0.0,9752.9,2026-07-12
150292,50078,9609,37,3,165.66,0.0,496.98,2026-07-12
150293,50078,1084,140,1,37019.39,7148.05,29871.34,2026-07-12
150294,50078,5082,8,1,1134.76,0.0,1134.76,2026-07-12
150295,50078,7168,57,1,368.49,0.0,368.49,2026-07-12
150296,50079,902,165,3,481.07,152.29,1290.92,2026-07-12
150297,50079,5068,77,1,10351.23,541.56,9809.67,2026-07-12
150298,50079,2878,105,2,936.3,0.0,1872.6,2026-07-12
150299,50079,1957,183,3,20729.25,11768.89,50418.86,2026-07-12
150300,50079,208,136,2,1678.21,383.4,2973.02,2026-07-12
150301,50080,1935,12,2,3313.71,1289.32,5338.1,2026-07-12
150302,50080,481,101,1,296.22,52.71,243.51,2026-07-12
150303,50080,5489,126,3,7467.89,0.0,22403.67,2026-07-12
150304,50081,7458,47,2,2274.79,0.0,4549.58,2026-07-12
150305,50081,8369,69,1,865.25,0.0,865.25,2026-07-12
150306,50081,5901,148,2,4868.94,0.0,9737.88,2026-07-12
150307,50081,909,73,3,10529.25,0.0,31587.75,2026-07-12
150308,50082,3743,20,3,545.74,0.0,1637.22,2026-07-12
150309,50083,202,16,1,4240.13,413.58,3826.55,2026-07-12
150310,50084,6275,62,1,10014.55,0.0,10014.55,2026-07-12
150311,50084,2459,199,3,2066.43,0.0,6199.29,2026-07-12
150312,50084,2933,152,2,2718.09,725.84,4710.34,2026-07-12
150313,50085,6820,121,2,7134.11,0.0,14268.22,2026-07-12
150314,50085,5242,66,3,4180.02,0.0,12540.06,2026-07-12
150315,50086,863,138,2,1591.91,431.44,2752.38,2026-07-12
150316,50086,2939,7,2,467.56,0.0,935.12,2026-07-12
150317,50086,3657,198,2,44449.75,0.0,88899.5,2026-07-12
150318,50086,8451,83,3,10638.19,0.0,31914.57,2026-07-12
150319,50086,753,107,2,1564.9,202.11,2927.69,2026-07-12
150320,50087,4980,186,2,30270.59,0.0,60541.18,2026-07-12
150321,50087,3975,177,1,143.43,0.0,143.43,2026-07-12
150322,50087,7601,95,3,1030.64,0.0,3091.92,2026-07-12
150323,50087,6034,148,1,43047.55,8545.29,34502.26,2026-07-12
150324,50087,9695,83,2,796.82,113.17,1480.47,2026-07-12
150325,50088,5676,80,3,11938.56,0.0,35815.68,2026-07-12
150326,50088,158,52,1,651.16,118.25,532.91,2026-07-12
150327,50088,5489,126,1,7467.89,0.0,7467.89,2026-07-12
150328,50088,24,197,1,1745.98,0.0,1745.98,2026-07-12
150329,50088,6165,36,1,622.8,0.0,622.8,2026-07-12
150330,50089,720,87,1,1693.6,0.0,1693.6,2026-07-12
150331,50090,6768,172,1,4221.37,0.0,4221.37,2026-07-12
150332,50090,6103,180,3,3908.74,0.0,11726.22,2026-07-12
150333,50090,7512,10,1,115.44,0.0,115.44,2026-07-12
150334,50090,1392,10,1,345.13,0.0,345.13,2026-07-12
150335,50090,9516,130,1,3179.41,493.99,2685.42,2026-07-12
150336,50091,5162,7,2,302.56,0.0,605.12,2026-07-12
150337,50091,6439,93,1,8258.78,776.65,7482.13,2026-07-12
150338,50091,5346,166,1,2201.25,377.3,1823.95,2026-07-12
150339,50092,1786,163,2,2554.37,0.0,5108.74,2026-07-12
150340,50092,2547,96,1,1090.0,0.0,1090.0,2026-07-12
150341,50092,1732,173,1,4188.92,0.0,4188.92,2026-07-12
150342,50092,2694,120,2,795.61,286.52,1304.7,2026-07-12
150343,50092,7366,126,1,4056.84,758.57,3298.27,2026-07-12
150344,50093,9885,21,2,28686.37,7184.64,50188.1,2026-07-12
150345,50093,661,69,3,1180.24,601.02,2939.7,2026-07-12
150346,50093,3523,96,2,1669.56,0.0,3339.12,2026-07-12
150347,50094,4897,59,2,2460.79,0.0,4921.58,2026-07-12
150348,50095,510,104,2,6519.3,0.0,13038.6,2026-07-12
150349,50095,6626,176,3,2245.91,1141.16,5596.57,2026-07-12
150350,50096,1670,51,1,2023.48,0.0,2023.48,2026-07-12
150351,50096,2291,154,1,804.95,81.06,723.89,2026-07-12
150352,50096,1990,142,2,42782.23,0.0,85564.46,2026-07-12
150353,50096,196,127,3,3797.38,0.0,11392.14,2026-07-12
150354,50097,9541,118,3,2356.88,453.21,6617.43,2026-07-12
150355,50098,358,75,1,147.39,8.16,139.23,2026-07-12
150356,50099,2111,199,1,14204.24,0.0,14204.24,2026-07-12
150357,50099,1507,94,1,9861.87,1295.82,8566.05,2026-07-12
150358,50099,5433,193,3,3342.41,0.0,10027.23,2026-07-12
150359,50099,2008,127,3,1196.53,0.0,3589.59,2026-07-12
150360,50100,6271,9,3,10459.14,0.0,31377.42,2026-07-12
150361,50101,3518,173,2,3486.0,0.0,6972.0,2026-07-12
150362,50101,3067,165,1,2132.37,116.37,2016.0,2026-07-12
150363,50101,4506,135,3,20726.3,0.0,62178.9,2026-07-12
150364,50102,8174,133,2,5695.53,1975.1,9415.96,2026-07-12
150365,50102,6751,74,2,402.41,0.0,804.82,2026-07-12
150366,50102,9023,38,2,484.59,100.82,868.36,2026-07-12
150367,50103,4083,127,2,1996.98,0.0,3993.96,2026-07-12
150368,50103,8908,183,2,1671.38,0.0,3342.76,2026-07-12
150369,50103,320,20,3,582.06,0.0,1746.18,2026-07-12
150370,50103,6267,36,2,20388.77,5233.25,35544.29,2026-07-12
150371,50103,5884,97,1,286.44,0.0,286.44,2026-07-12
150372,50104,481,101,1,296.22,0.0,296.22,2026-07-12
150373,50104,4603,120,2,2477.08,0.0,4954.16,2026-07-12
150374,50105,3814,101,2,8003.01,0.0,16006.02,2026-07-12
150375,50105,2616,200,3,4082.71,1756.79,10491.34,2026-07-12
150376,50105,1641,24,1,42753.42,0.0,42753.42,2026-07-12
150377,50105,4061,199,2,5697.44,0.0,11394.88,2026-07-12
150378,50105,3952,139,1,42099.97,2643.97,39456.0,2026-07-12
150379,50106,5211,179,3,7161.71,0.0,21485.13,2026-07-12
150380,50106,5879,128,3,7047.74,0.0,21143.22,2026-07-12
150381,50106,9693,35,2,6894.5,0.0,13789.0,2026-07-12
150382,50106,463,9,1,1164.44,0.0,1164.44,2026-07-12
150383,50106,5762,186,1,45341.07,5880.88,39460.19,2026-07-12
150384,50107,3585,137,2,181.53,0.0,363.06,2026-07-12
150385,50107,327,24,1,145.43,0.0,145.43,2026-07-12
150386,50107,8626,101,2,4272.71,0.0,8545.42,2026-07-12
150387,50107,7832,71,2,8172.67,2380.12,13965.22,2026-07-12
150388,50107,12,26,1,112.63,0.0,112.63,2026-07-12
150389,50108,1818,19,2,7023.2,0.0,14046.4,2026-07-12
150390,50108,8623,129,2,6232.29,0.0,12464.58,2026-07-12
150391,50109,9602,21,2,16093.99,4102.2,28085.78,2026-07-12
150392,50109,1656,135,1,45093.24,0.0,45093.24,2026-07-12
150393,50109,5515,82,2,2866.9,0.0,5733.8,2026-07-12
150394,50109,4945,162,2,830.24,0.0,1660.48,2026-07-12
150395,50110,9208,88,1,2174.52,0.0,2174.52,2026-07-12
150396,50110,5847,89,1,357.41,0.0,357.41,2026-07-12
150397,50111,2087,31,3,338.27,0.0,1014.81,2026-07-12
150398,50111,2912,15,2,3281.84,0.0,6563.68,2026-07-12
150399,50111,30,126,3,1278.56,347.61,3488.07,2026-07-12
150400,50112,5214,127,1,11568.89,0.0,11568.89,2026-07-12
150401,50112,3620,196,1,1234.49,76.25,1158.24,2026-07-12
150402,50112,9266,142,2,35909.13,3864.01,67954.25,2026-07-12
150403,50112,1706,19,1,14719.67,0.0,14719.67,2026-07-12
150404,50112,8130,82,3,16461.49,0.0,49384.47,2026-07-12
150405,50113,7318,15,1,675.4,118.46,556.94,2026-07-12
150406,50113,187,78,1,959.76,0.0,959.76,2026-07-12
150407,50113,4346,61,1,3406.88,0.0,3406.88,2026-07-12
150408,50114,6324,70,2,1115.5,0.0,2231.0,2026-07-12
150409,50115,6784,4,2,610.51,0.0,1221.02,2026-07-12
150410,50115,8079,125,2,1665.06,253.07,3077.05,2026-07-12
150411,50116,9471,159,1,929.98,0.0,929.98,2026-07-12
150412,50116,3696,113,1,141.43,12.38,129.05,2026-07-12
150413,50116,2665,165,2,744.76,197.19,1292.33,2026-07-12
150414,50116,7394,162,1,1377.78,216.57,1161.21,2026-07-12
150415,50117,6152,150,3,12599.31,3477.03,34320.9,2026-07-12
150416,50117,2637,168,1,350.22,0.0,350.22,2026-07-12
150417,50118,7910,67,2,4646.66,1493.29,7800.03,2026-07-12
150418,50118,508,111,1,2367.57,0.0,2367.57,2026-07-12
150419,50118,7067,21,1,11365.17,0.0,11365.17,2026-07-12
150420,50118,2704,119,3,28998.83,0.0,86996.49,2026-07-12
150421,50118,9951,55,3,3424.99,0.0,10274.97,2026-07-12
150422,50119,4873,103,1,1111.11,0.0,1111.11,2026-07-12
150423,50119,3892,99,3,938.14,0.0,2814.42,2026-07-12
150424,50119,1572,128,1,3877.52,549.67,3327.85,2026-07-12
150425,50120,7006,166,1,929.36,81.0,848.36,2026-07-12
150426,50121,7870,129,1,4172.76,0.0,4172.76,2026-07-12
150427,50121,3272,164,1,4442.95,0.0,4442.95,2026-07-12
150428,50121,1590,125,1,38570.31,0.0,38570.31,2026-07-12
150429,50121,422,34,2,26402.67,0.0,52805.34,2026-07-12
150430,50121,3391,96,3,936.07,459.64,2348.57,2026-07-12
150431,50122,6350,26,1,1499.75,0.0,1499.75,2026-07-12
150432,50122,3030,1,2,373.61,0.0,747.22,2026-07-12
150433,50122,6079,155,2,956.99,129.02,1784.96,2026-07-12
150434,50122,6250,21,2,1296.38,0.0,2592.76,2026-07-12
150435,50122,6053,75,1,246.97,0.0,246.97,2026-07-12
150436,50123,1405,51,3,204.03,0.0,612.09,2026-07-12
150437,50124,6783,194,2,4533.93,0.0,9067.86,2026-07-12
150438,50124,9663,100,2,441.5,0.0,883.0,2026-07-12
150439,50124,3728,101,3,4281.25,0.0,12843.75,2026-07-12
150440,50124,9071,94,2,742.23,0.0,1484.46,2026-07-12
150441,50124,1000,164,1,646.81,0.0,646.81,2026-07-12
150442,50125,6469,151,3,527.13,245.98,1335.41,2026-07-12
150443,50126,8468,140,1,4185.75,0.0,4185.75,2026-07-12
150444,50126,9364,159,1,2057.81,0.0,2057.81,2026-07-12
150445,50126,2416,189,1,2702.32,174.77,2527.55,2026-07-12
150446,50126,1971,146,2,144.89,35.86,253.92,2026-07-12
150447,50126,7358,91,3,440.23,0.0,1320.69,2026-07-12
150448,50127,9750,165,2,24182.84,0.0,48365.68,2026-07-12
150449,50127,4226,36,1,8431.44,640.62,7790.82,2026-07-12
150450,50128,6511,29,2,1350.07,0.0,2700.14,2026-07-12
150451,50128,9045,50,1,546.36,0.0,546.36,2026-07-12
150452,50128,5344,119,3,4992.78,0.0,14978.34,2026-07-12
150453,50128,4526,177,2,39996.66,8781.32,71212.0,2026-07-12
150454,50128,8515,163,1,35277.87,5022.78,30255.09,2026-07-12
