event_id,order_id,event_timestamp,event_type,hub_city,carrier,tracking_number,batch_date
218338,50359,2026-07-21 23:44:19,delivered,Marikina,Flash Express,TRK00050359,2026-07-14
218339,50360,2026-07-14 07:01:14,order_confirmed,Makati,LBC,TRK00050360,2026-07-14
218340,50360,2026-07-15 00:01:14,packed,Parañaque,LBC,TRK00050360,2026-07-14
218341,50360,2026-07-16 22:01:14,shipped,Taguig,LBC,TRK00050360,2026-07-14
218342,50360,2026-07-19 22:01:14,out_for_delivery,Muntinlupa,LBC,TRK00050360,2026-07-14
218343,50360,2026-07-20 06:01:14,delivered,Pasig,LBC,TRK00050360,2026-07-14
218344,50361,2026-07-14 08:32:25,order_confirmed,Parañaque,LBC,TRK00050361,2026-07-14
218345,50361,2026-07-15 06:32:25,packed,Taguig,LBC,TRK00050361,2026-07-14
218346,50361,2026-07-16 07:32:25,shipped,Las Piñas,LBC,TRK00050361,2026-07-14
218347,50361,2026-07-20 07:32:25,out_for_delivery,Makati,LBC,TRK00050361,2026-07-14
218348,50361,2026-07-20 17:32:25,delivered,Pasig,LBC,TRK00050361,2026-07-14
218349,50362,2026-07-14 13:48:03,order_confirmed,Marikina,LBC,TRK00050362,2026-07-14
218350,50362,2026-07-15 02:48:03,packed,Quezon City,LBC,TRK00050362,2026-07-14
218351,50362,2026-07-16 10:48:03,shipped,Las Piñas,LBC,TRK00050362,2026-07-14
218352,50362,2026-07-18 10:48:03,out_for_delivery,Iloilo City,LBC,TRK00050362,2026-07-14
218353,50362,2026-07-18 19:48:03,delivered,Cagayan de Oro,LBC,TRK00050362,2026-07-14
218354,50363,2026-07-14 22:19:07,order_confirmed,Muntinlupa,DHL eCommerce,TRK00050363,2026-07-14
218355,50363,2026-07-15 20:19:07,packed,Bacolod,DHL eCommerce,TRK00050363,2026-07-14
218356,50363,2026-07-17 05:19:07,shipped,Parañaque,DHL eCommerce,TRK00050363,2026-07-14
218357,50364,2026-07-15 00:40:36,order_confirmed,Cagayan de Oro,Ninja Van,TRK00050364,2026-07-14
218358,50364,2026-07-15 22:40:36,packed,Makati,Ninja Van,TRK00050364,2026-07-14
218359,50364,2026-07-16 05:40:36,shipped,Iloilo City,Ninja Van,TRK00050364,2026-07-14
218360,50364,2026-07-19 05:40:36,out_for_delivery,Cebu City,Ninja Van,TRK00050364,2026-07-14
218361,50364,2026-07-19 09:40:36,delivered,Quezon City,Ninja Van,TRK00050364,2026-07-14
218362,50365,2026-07-14 12:18:46,order_confirmed,Pasig,Ninja Van,TRK00050365,2026-07-14
218363,50365,2026-07-15 12:18:46,packed,Bacolod,Ninja Van,TRK00050365,2026-07-14
218364,50365,2026-07-16 16:18:46,shipped,Baguio,Ninja Van,TRK00050365,2026-07-14
218365,50365,2026-07-17 16:18:46,out_for_delivery,Las Piñas,Ninja Van,TRK00050365,2026-07-14
218366,50365,2026-07-17 22:18:46,delivered,Las Piñas,Ninja Van,TRK00050365,2026-07-14
218367,50366,2026-07-14 08:33:50,order_confirmed,Las Piñas,DHL eCommerce,TRK00050366,2026-07-14
218368,50366,2026-07-15 05:33:50,packed,Pasig,DHL eCommerce,TRK00050366,2026-07-14
218369,50366,2026-07-16 07:33:50,shipped,Manila,DHL eCommerce,TRK00050366,2026-07-14
218370,50366,2026-07-19 07:33:50,out_for_delivery,Cagayan de Oro,DHL eCommerce,TRK00050366,2026-07-14
218371,50366,2026-07-19 19:33:50,delivered,Muntinlupa,DHL eCommerce,TRK00050366,2026-07-14
218372,50367,2026-07-14 19:26:01,order_confirmed,Davao City,LBC,TRK00050367,2026-07-14
218373,50367,2026-07-15 15:26:01,packed,Marikina,LBC,TRK00050367,2026-07-14
218374,50367,2026-07-16 15:26:01,shipped,Manila,LBC,TRK00050367,2026-07-14
218375,50367,2026-07-19 15:26:01,out_for_delivery,Makati,LBC,TRK00050367,2026-07-14
218376,50367,2026-07-20 00:26:01,delivered,Taguig,LBC,TRK00050367,2026-07-14
218377,50368,2026-07-14 14:00:07,order_confirmed,Davao City,DHL eCommerce,TRK00050368,2026-07-14
218378,50368,2026-07-15 10:00:07,packed,Marikina,DHL eCommerce,TRK00050368,2026-07-14
218379,50368,2026-07-17 02:00:07,shipped,Manila,DHL eCommerce,TRK00050368,2026-07-14
218380,50368,2026-07-22 02:00:07,out_for_delivery,Marikina,DHL eCommerce,TRK00050368,2026-07-14
218381,50368,2026-07-22 05:00:07,delivered,Iloilo City,DHL eCommerce,TRK00050368,2026-07-14
218382,50369,2026-07-14 18:54:57,order_confirmed,Las Piñas,Ninja Van,TRK00050369,2026-07-14
218383,50369,2026-07-15 02:54:57,packed,Makati,Ninja Van,TRK00050369,2026-07-14
218384,50369,2026-07-16 12:54:57,shipped,Quezon City,Ninja Van,TRK00050369,2026-07-14
218385,50369,2026-07-21 12:54:57,out_for_delivery,Taguig,Ninja Van,TRK00050369,2026-07-14
218386,50369,2026-07-21 22:54:57,delivered,Muntinlupa,Ninja Van,TRK00050369,2026-07-14
218387,50370,2026-07-14 08:27:45,order_confirmed,Davao City,J&T Express,TRK00050370,2026-07-14
218388,50370,2026-07-14 16:27:45,packed,Manila,J&T Express,TRK00050370,2026-07-14
218389,50370,2026-07-15 11:27:45,shipped,Las Piñas,J&T Express,TRK00050370,2026-07-14
218390,50370,2026-07-17 11:27:45,out_for_delivery,Las Piñas,J&T Express,TRK00050370,2026-07-14
218391,50370,2026-07-17 14:27:45,delivered,Quezon City,J&T Express,TRK00050370,2026-07-14
218392,50371,2026-07-15 00:06:10,order_confirmed,Manila,LBC,TRK00050371,2026-07-14
218393,50371,2026-07-15 20:06:10,packed,Quezon City,LBC,TRK00050371,2026-07-14
218394,50371,2026-07-17 15:06:10,shipped,Pasig,LBC,TRK00050371,2026-07-14
218395,50371,2026-07-18 15:06:10,out_for_delivery,Las Piñas,LBC,TRK00050371,2026-07-14
218396,50371,2026-07-19 00:06:10,delivered,Las Piñas,LBC,TRK00050371,2026-07-14
218397,50372,2026-07-14 07:21:13,order_confirmed,Cebu City,DHL eCommerce,TRK00050372,2026-07-14
218398,50372,2026-07-15 05:21:13,packed,Manila,DHL eCommerce,TRK00050372,2026-07-14
218399,50372,2026-07-15 23:21:13,shipped,Muntinlupa,DHL eCommerce,TRK00050372,2026-07-14
218400,50372,2026-07-17 23:21:13,out_for_delivery,Cagayan de Oro,DHL eCommerce,TRK00050372,2026-07-14
218401,50372,2026-07-18 11:21:13,delivered,Cebu City,DHL eCommerce,TRK00050372,2026-07-14
218402,50373,2026-07-14 11:45:22,order_confirmed,Baguio,DHL eCommerce,TRK00050373,2026-07-14
218403,50373,2026-07-14 15:45:22,cancelled,Manila,DHL eCommerce,TRK00050373,2026-07-14
218404,50374,2026-07-14 20:20:16,order_confirmed,Parañaque,DHL eCommerce,TRK00050374,2026-07-14
218405,50374,2026-07-15 06:20:16,packed,Marikina,DHL eCommerce,TRK00050374,2026-07-14
218406,50374,2026-07-16 06:20:16,shipped,Marikina,DHL eCommerce,TRK00050374,2026-07-14
218407,50374,2026-07-18 06:20:16,out_for_delivery,Muntinlupa,DHL eCommerce,TRK00050374,2026-07-14
218408,50374,2026-07-18 16:20:16,delivered,Cebu City,DHL eCommerce,TRK00050374,2026-07-14
218409,50374,2026-07-19 16:20:16,return_requested,Iloilo City,DHL eCommerce,TRK00050374,2026-07-14
218410,50375,2026-07-14 23:53:21,order_confirmed,Taguig,J&T Express,TRK00050375,2026-07-14
218411,50375,2026-07-15 15:53:21,packed,Manila,J&T Express,TRK00050375,2026-07-14
218412,50375,2026-07-17 00:53:21,shipped,Manila,J&T Express,TRK00050375,2026-07-14
218413,50375,2026-07-19 00:53:21,out_for_delivery,Manila,J&T Express,TRK00050375,2026-07-14
218414,50375,2026-07-19 10:53:21,delivered,Makati,J&T Express,TRK00050375,2026-07-14
218415,50376,2026-07-14 17:32:06,order_confirmed,Parañaque,Ninja Van,TRK00050376,2026-07-14
218416,50376,2026-07-15 02:32:06,cancelled,Manila,Ninja Van,TRK00050376,2026-07-14
218417,50377,2026-07-14 23:46:59,order_confirmed,Parañaque,Flash Express,TRK00050377,2026-07-14
218418,50377,2026-07-15 15:46:59,packed,Bacolod,Flash Express,TRK00050377,2026-07-14
218419,50377,2026-07-16 15:46:59,shipped,Taguig,Flash Express,TRK00050377,2026-07-14
218420,50377,2026-07-20 15:46:59,out_for_delivery,Pasig,Flash Express,TRK00050377,2026-07-14
218421,50377,2026-07-21 02:46:59,delivered,Taguig,Flash Express,TRK00050377,2026-07-14
218422,50378,2026-07-14 12:57:52,order_confirmed,Iloilo City,Flash Express,TRK00050378,2026-07-14
218423,50378,2026-07-15 03:57:52,packed,Davao City,Flash Express,TRK00050378,2026-07-14
218424,50378,2026-07-15 20:57:52,shipped,Baguio,Flash Express,TRK00050378,2026-07-14
218425,50378,2026-07-16 20:57:52,out_for_delivery,Manila,Flash Express,TRK00050378,2026-07-14
218426,50378,2026-07-17 08:57:52,delivered,Davao City,Flash Express,TRK00050378,2026-07-14
218427,50379,2026-07-14 12:09:24,order_confirmed,Marikina,DHL eCommerce,TRK00050379,2026-07-14
218428,50379,2026-07-15 00:09:24,cancelled,Manila,DHL eCommerce,TRK00050379,2026-07-14
218429,50380,2026-07-14 07:04:48,order_confirmed,Taguig,J&T Express,TRK00050380,2026-07-14
218430,50380,2026-07-14 17:04:48,packed,Parañaque,J&T Express,TRK00050380,2026-07-14
218431,50380,2026-07-16 13:04:48,shipped,Pasig,J&T Express,TRK00050380,2026-07-14
218432,50380,2026-07-20 13:04:48,out_for_delivery,Las Piñas,J&T Express,TRK00050380,2026-07-14
218433,50380,2026-07-20 16:04:48,delivered,Cebu City,J&T Express,TRK00050380,2026-07-14
218434,50381,2026-07-14 18:45:49,order_confirmed,Las Piñas,DHL eCommerce,TRK00050381,2026-07-14
218435,50381,2026-07-15 13:45:49,packed,Manila,DHL eCommerce,TRK00050381,2026-07-14
218436,50381,2026-07-17 03:45:49,shipped,Pasig,DHL eCommerce,TRK00050381,2026-07-14
218437,50381,2026-07-20 03:45:49,out_for_delivery,Iloilo City,DHL eCommerce,TRK00050381,2026-07-14
218438,50381,2026-07-20 07:45:49,delivered,Bacolod,DHL eCommerce,TRK00050381,2026-07-14
218439,50382,2026-07-14 01:12:40,order_confirmed,Quezon City,LBC,TRK00050382,2026-07-14
218440,50382,2026-07-14 13:12:40,cancelled,Iloilo City,LBC,TRK00050382,2026-07-14
218441,50383,2026-07-14 12:34:19,order_confirmed,Cagayan de Oro,J&T Express,TRK00050383,2026-07-14
218442,50383,2026-07-15 11:34:19,packed,Las Piñas,J&T Express,TRK00050383,2026-07-14
218443,50383,2026-07-16 13:34:19,shipped,Bacolod,J&T Express,TRK00050383,2026-07-14
218444,50383,2026-07-18 13:34:19,out_for_delivery,Las Piñas,J&T Express,TRK00050383,2026-07-14
218445,50383,2026-07-18 19:34:19,delivered,Las Piñas,J&T Express,TRK00050383,2026-07-14
218446,50384,2026-07-14 23:17:49,order_confirmed,Iloilo City,J&T Express,TRK00050384,2026-07-14
218447,50384,2026-07-15 10:17:49,cancelled,Baguio,J&T Express,TRK00050384,2026-07-14
218448,50385,2026-07-14 02:35:24,order_confirmed,Davao City,DHL eCommerce,TRK00050385,2026-07-14
218449,50385,2026-07-14 23:35:24,packed,Davao City,DHL eCommerce,TRK00050385,2026-07-14
218450,50385,2026-07-16 15:35:24,shipped,Cebu City,DHL eCommerce,TRK00050385,2026-07-14
218451,50385,2026-07-17 15:35:24,out_for_delivery,Iloilo City,DHL eCommerce,TRK00050385,2026-07-14
218452,50385,2026-07-17 17:35:24,delivered,Quezon City,DHL eCommerce,TRK00050385,2026-07-14
218453,50386,2026-07-14 07:05:48,order_confirmed,Pasig,J&T Express,TRK00050386,2026-07-14
218454,50386,2026-07-14 20:05:48,packed,Iloilo City,J&T Express,TRK00050386,2026-07-14
218455,50386,2026-07-15 12:05:48,shipped,Cagayan de Oro,J&T Express,TRK00050386,2026-07-14
218456,50386,2026-07-19 12:05:48,out_for_delivery,Bacolod,J&T Express,TRK00050386,2026-07-14
218457,50386,2026-07-19 20:05:48,delivered,Cagayan de Oro,J&T Express,TRK00050386,2026-07-14
218458,50386,2026-07-22 20:05:48,return_requested,Iloilo City,J&T Express,TRK00050386,2026-07-14
218459,50387,2026-07-14 20:51:55,order_confirmed,Davao City,DHL eCommerce,TRK00050387,2026-07-14
218460,50387,2026-07-15 12:51:55,packed,Las Piñas,DHL eCommerce,TRK00050387,2026-07-14
218461,50387,2026-07-16 10:51:55,shipped,Cebu City,DHL eCommerce,TRK00050387,2026-07-14
218462,50387,2026-07-20 10:51:55,out_for_delivery,Quezon City,DHL eCommerce,TRK00050387,2026-07-14
218463,50387,2026-07-20 21:51:55,delivered,Makati,DHL eCommerce,TRK00050387,2026-07-14
218464,50388,2026-07-14 09:10:59,order_confirmed,Cebu City,Ninja Van,TRK00050388,2026-07-14
218465,50388,2026-07-14 13:10:59,packed,Manila,Ninja Van,TRK00050388,2026-07-14
218466,50388,2026-07-16 11:10:59,shipped,Cebu City,Ninja Van,TRK00050388,2026-07-14
218467,50389,2026-07-14 13:51:16,order_confirmed,Taguig,Flash Express,TRK00050389,2026-07-14
218468,50389,2026-07-14 18:51:16,packed,Cagayan de Oro,Flash Express,TRK00050389,2026-07-14
218469,50389,2026-07-16 18:51:16,shipped,Marikina,Flash Express,TRK00050389,2026-07-14
218470,50389,2026-07-18 18:51:16,out_for_delivery,Muntinlupa,Flash Express,TRK00050389,2026-07-14
218471,50389,2026-07-18 23:51:16,delivered,Manila,Flash Express,TRK00050389,2026-07-14
218472,50390,2026-07-14 09:21:05,order_confirmed,Bacolod,J&T Express,TRK00050390,2026-07-14
218473,50390,2026-07-15 06:21:05,packed,Cagayan de Oro,J&T Express,TRK00050390,2026-07-14
218474,50390,2026-07-16 08:21:05,shipped,Marikina,J&T Express,TRK00050390,2026-07-14
218475,50390,2026-07-17 08:21:05,out_for_delivery,Pasig,J&T Express,TRK00050390,2026-07-14
218476,50390,2026-07-17 17:21:05,delivered,Parañaque,J&T Express,TRK00050390,2026-07-14
218477,50391,2026-07-14 12:54:30,order_confirmed,Cebu City,DHL eCommerce,TRK00050391,2026-07-14
218478,50391,2026-07-15 02:54:30,packed,Las Piñas,DHL eCommerce,TRK00050391,2026-07-14
218479,50391,2026-07-16 08:54:30,shipped,Manila,DHL eCommerce,TRK00050391,2026-07-14
218480,50391,2026-07-21 08:54:30,out_for_delivery,Cebu City,DHL eCommerce,TRK00050391,2026-07-14
218481,50391,2026-07-21 16:54:30,delivered,Baguio,DHL eCommerce,TRK00050391,2026-07-14
218482,50392,2026-07-14 09:57:30,order_confirmed,Iloilo City,J&T Express,TRK00050392,2026-07-14
218483,50392,2026-07-14 22:57:30,packed,Muntinlupa,J&T Express,TRK00050392,2026-07-14
218484,50392,2026-07-16 03:57:30,shipped,Taguig,J&T Express,TRK00050392,2026-07-14
218485,50392,2026-07-20 03:57:30,out_for_delivery,Pasig,J&T Express,TRK00050392,2026-07-14
218486,50392,2026-07-20 08:57:30,delivered,Pasig,J&T Express,TRK00050392,2026-07-14
218487,50393,2026-07-14 06:53:53,order_confirmed,Cebu City,J&T Express,TRK00050393,2026-07-14
218488,50393,2026-07-14 12:53:53,packed,Manila,J&T Express,TRK00050393,2026-07-14
218489,50393,2026-07-16 07:53:53,shipped,Iloilo City,J&T Express,TRK00050393,2026-07-14
218490,50393,2026-07-17 07:53:53,out_for_delivery,Taguig,J&T Express,TRK00050393,2026-07-14
218491,50393,2026-07-17 18:53:53,delivered,Las Piñas,J&T Express,TRK00050393,2026-07-14
218492,50394,2026-07-14 08:20:32,order_confirmed,Taguig,Ninja Van,TRK00050394,2026-07-14
218493,50394,2026-07-14 21:20:32,packed,Davao City,Ninja Van,TRK00050394,2026-07-14
218494,50394,2026-07-16 06:20:32,shipped,Cagayan de Oro,Ninja Van,TRK00050394,2026-07-14
218495,50394,2026-07-21 06:20:32,out_for_delivery,Iloilo City,Ninja Van,TRK00050394,2026-07-14
218496,50394,2026-07-21 13:20:32,delivered,Makati,Ninja Van,TRK00050394,2026-07-14
218497,50395,2026-07-14 12:11:28,order_confirmed,Taguig,DHL eCommerce,TRK00050395,2026-07-14
218498,50395,2026-07-15 10:11:28,packed,Pasig,DHL eCommerce,TRK00050395,2026-07-14
218499,50395,2026-07-16 23:11:28,shipped,Las Piñas,DHL eCommerce,TRK00050395,2026-07-14
218500,50396,2026-07-14 17:11:30,order_confirmed,Baguio,DHL eCommerce,TRK00050396,2026-07-14
218501,50396,2026-07-14 18:11:30,cancelled,Cebu City,DHL eCommerce,TRK00050396,2026-07-14
218502,50397,2026-07-14 04:48:36,order_confirmed,Cebu City,J&T Express,TRK00050397,2026-07-14
218503,50397,2026-07-14 12:48:36,packed,Bacolod,J&T Express,TRK00050397,2026-07-14
218504,50397,2026-07-15 13:48:36,shipped,Muntinlupa,J&T Express,TRK00050397,2026-07-14
218505,50397,2026-07-19 13:48:36,out_for_delivery,Pasig,J&T Express,TRK00050397,2026-07-14
218506,50397,2026-07-19 21:48:36,delivered,Bacolod,J&T Express,TRK00050397,2026-07-14
218507,50398,2026-07-14 04:29:43,order_confirmed,Manila,Ninja Van,TRK00050398,2026-07-14
218508,50398,2026-07-15 03:29:43,packed,Taguig,Ninja Van,TRK00050398,2026-07-14
218509,50398,2026-07-16 00:29:43,shipped,Taguig,Ninja Van,TRK00050398,2026-07-14
218510,50398,2026-07-20 00:29:43,out_for_delivery,Iloilo City,Ninja Van,TRK00050398,2026-07-14
218511,50398,2026-07-20 05:29:43,delivered,Baguio,Ninja Van,TRK00050398,2026-07-14
218512,50399,2026-07-14 03:17:38,order_confirmed,Makati,Flash Express,TRK00050399,2026-07-14
218513,50399,2026-07-14 08:17:38,packed,Pasig,Flash Express,TRK00050399,2026-07-14
218514,50399,2026-07-15 02:17:38,shipped,Bacolod,Flash Express,TRK00050399,2026-07-14
218515,50399,2026-07-17 02:17:38,out_for_delivery,Bacolod,Flash Express,TRK00050399,2026-07-14
218516,50399,2026-07-17 08:17:38,delivered,Parañaque,Flash Express,TRK00050399,2026-07-14
218517,50400,2026-07-14 23:27:27,order_confirmed,Cebu City,LBC,TRK00050400,2026-07-14
218518,50400,2026-07-15 01:27:27,cancelled,Muntinlupa,LBC,TRK00050400,2026-07-14
218519,50401,2026-07-15 01:18:56,order_confirmed,Manila,Flash Express,TRK00050401,2026-07-14
218520,50401,2026-07-15 07:18:56,packed,Marikina,Flash Express,TRK00050401,2026-07-14
218521,50401,2026-07-16 14:18:56,shipped,Baguio,Flash Express,TRK00050401,2026-07-14
218522,50401,2026-07-18 14:18:56,out_for_delivery,Pasig,Flash Express,TRK00050401,2026-07-14
218523,50401,2026-07-18 19:18:56,delivered,Marikina,Flash Express,TRK00050401,2026-07-14
218524,50402,2026-07-14 18:29:31,order_confirmed,Parañaque,J&T Express,TRK00050402,2026-07-14
218525,50402,2026-07-15 01:29:31,packed,Las Piñas,J&T Express,TRK00050402,2026-07-14
218526,50402,2026-07-16 03:29:31,shipped,Marikina,J&T Express,TRK00050402,2026-07-14
218527,50402,2026-07-19 03:29:31,out_for_delivery,Taguig,J&T Express,TRK00050402,2026-07-14
218528,50402,2026-07-19 14:29:31,delivered,Manila,J&T Express,TRK00050402,2026-07-14
218529,50403,2026-07-14 04:24:19,order_confirmed,Quezon City,J&T Express,TRK00050403,2026-07-14
218530,50403,2026-07-14 22:24:19,packed,Baguio,J&T Express,TRK00050403,2026-07-14
218531,50403,2026-07-16 06:24:19,shipped,Parañaque,J&T Express,TRK00050403,2026-07-14
218532,50403,2026-07-19 06:24:19,out_for_delivery,Cebu City,J&T Express,TRK00050403,2026-07-14
218533,50403,2026-07-19 17:24:19,delivered,Davao City,J&T Express,TRK00050403,2026-07-14
218534,50404,2026-07-14 23:29:17,order_confirmed,Muntinlupa,J&T Express,TRK00050404,2026-07-14
218535,50404,2026-07-15 07:29:17,packed,Quezon City,J&T Express,TRK00050404,2026-07-14
218536,50404,2026-07-16 12:29:17,shipped,Muntinlupa,J&T Express,TRK00050404,2026-07-14
218537,50404,2026-07-20 12:29:17,out_for_delivery,Parañaque,J&T Express,TRK00050404,2026-07-14
218538,50404,2026-07-20 19:29:17,delivered,Pasig,J&T Express,TRK00050404,2026-07-14
